,Channel,Channel Subscribers,Video Name,Posted Date,Video Views,Video Likes,Video Dislikes,Comment,Comment Likes
442,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I can't believe you didn't wang jangle even one of the milkshakes, that's it I'm unsubscribing.",
443,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Since I've never been this early, can I get a heart? 🙃",12
444,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,It took me a long long long time to understand that this was a parody. Shamefully long.,
445,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,SCREAMS INTO VOID DRAMATICALLY,
446,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"WHAT THE HELL!! No Milkshake Madness Song at the end?! This channel is going down hill, man...",
447,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,this radiates such a chaotic neutral energy,
448,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I love how these could be actually used for making milkshakes while entertaining to people who just watch the video's,5
449,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Be honest with us, how much weight have you gained since you started this channel?",
450,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Here's my shake
Base: 2-3 heaping, coated tablespoons of both nutella and condensed milk with 2/3rds a cup of milk, a couple shots of kahlua and any other coffee type liquors.  You can omit the cup of milk if you want it more boozy.  Rum chata and a banana liqueur are great adds.",
451,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Remember ep 69

Zoo wee mama 👁️👄👁️",
452,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"My mom just got a blender exactly like it, and the first thing she did, was slice her finger down to the bone, she no longer feels anything from that finger tip and she constantly jumps due to things touching the cut",
453,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,You and ordinary sausage are my only life now,
454,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Fun fact: the Russian for milkshake (молочный коктейль) translates literally to ""milky cocktail""",
455,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I'm absolutely in love with you.,1
456,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No... song.....? Alright I’ll sit huddled in my cave and wait until next month,
457,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"""The reason it's called vanilla ice cream is because vanilla ice cream is traditionally sold out of the back of a van"".
Me: I see..",8
458,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"The matcha honey with honeycomb garnish is actually a really good idea, I wanna make that now... (the honey comb would be much smaller, of course)",
459,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Damn that's some pretty good milkshake.,
460,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"don't freeze ice cream again after melting them tho, you will get superaids and probably a fever or sth",
461,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I immediately sent this to my dad. Because we have started making milkshakes,3
462,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No animals playing outside with song. Something feels off. Goddammit covid,
463,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I want that mug with the crying face,
464,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No outro song? 
I feel ripped off  :' (",
465,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is there any substitute for the blender? I’m allergic,
466,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The first one is really my favourite. “Classic Vanilla” and my brother would always make fun of me for liking that and called it the vampire shake.,3
467,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,That WAS A BIG BASTARD SPOON of Peanut Butter!🤩🤩❤,
468,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Pimblokto sends his regards,
469,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"what's a computer's least favorite stirring instrument?


a spamjangler",
470,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Wheres the vitamix when you need it,
471,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No song at the end i feel kinda sad,
472,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,We need a face reveal sir PLEASEEEEEEEEEEEEEEEEEEEE,
473,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Regarding the end of the video: fun fact, if you run the mug under hot water, you can remove the popsicle.",
474,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I'm so sad about lack of outro song but at least i learned how to make milkshakes,
475,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,It bothers me that you're measuring milk in measuring cups made for dry ingredients.,3
476,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This got more intense as it went on,
477,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I tried some jackfruit milkshake, ended up tasty but don't know what to garnish that with.",
478,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,BRING BACK THE DOGGO VIDEOS AND THE SONGS AT THE END OR I WILL UNSUBSCRIBE AND NEVER WATCH YOUR VIDEOS AGAIN.,
479,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What happened to my silly song with slow mo shots of dogs frolicking?,
480,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No song? Okay that’s cool):,1
481,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why is it called a milkshake when you blend it? 🤔,
482,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Pretty sure this guy has a really big train set in his house that he just has to show off to everyone that comes over,
483,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I might actually make these...,
484,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"i think this is the fastest i have ever clicked on a video, thank you for all you do ysac! one of my favourite channels out there!",6
485,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Still too much effort. I'm sure I will duck up something.,
486,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why is this video shaming my cooking skill? :(,
487,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Stop putting ginger in everything! Use spring onions!,
488,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is no one gonna ask where is our outro song? 😢,
489,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"""How dry your milk is and how close you live to the sun"" tf",8
490,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Haha, blender goes brrr.",
491,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,THE OPENING IS BACK!!,
492,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,better name: salted blender milk,
493,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Am I the only one having sound problems with this video?,
494,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Fun fact: Everything you comment when you're early is bound to be popular,4
495,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Oh god, I'm so relieved to see I'm not the only one that balances vessels against the wall to let gravity do all the work.",1
496,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,how much food did you spend on this video.,1
497,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Freezing melted ice-cream = Salmonella! 😐,
498,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Lock down made this guy crazier... I love it,
499,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"His milkshake does, indeed, bring the boys to the yard.",4
500,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,this man is the very definition of chaotic evil tbh,
501,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,No ending song😔 I expect an apology video asap,
502,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,WHERE IS MY ENDING SONG?!?!?!?! >:(,1
503,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Why did this video feel 10 minutes long?,
504,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,first OwO i saw this on my recomended and it said 3 seconds ago wow,5
505,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I thought that he was making rosin from the thumbail,
506,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"0:14
np",
507,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"It’s 2 am, how did I end up here?",
508,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,what is that ice cream it looks really good,
509,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,do you have to garnish the ginger milkshake with a piece of ginger? or is it alright by itself... will something come if you do not? or sneak up on me cause i do not feel like putting a slight touch of ginger..? is it the same if i chop up someone with ginger hair and then blend it? or is that cannibalism ...,3
510,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I'm waiting for episode 420,
511,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,no puppies and kittens frolicking in what seems to be paradise :(,
512,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Um excuse me where's the super hit song at the end ? :(,
513,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,i  have an unhealthy addiction  to matcha so im really glad to see the matcha milkshake,
514,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,BEST GARNISH FOR LITERALLY ANY DRINK:,10
515,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This is gonna sound weird but i have the same blender,
516,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,covid 19 must be getting to you,
517,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Пхах, он прекрасно украшает коктейли)",
518,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,what a comically large scoop of vanilla ice cream on top of that vanilla milkshake,
519,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,First but no one cares,8
520,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Fix your electrical plug :D,
521,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Bender also known as food to liquid maker,
522,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,YAYYYYYYY YSAC BACK BB!,
523,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,no song! I hope they're ok,
524,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Isn’t it satisfying how this is 111,
525,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Am I the only one who was waiting for an ice cream song at the end?,
526,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I bet when he flirts he has the best humor,
527,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,thank you for being the way you are,
528,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,what a funny food channel bro i really like it :D,
529,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,[handmixer noises intensify],
530,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No song at the end??

Nice vid anyway!",
531,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Special thanks to the guys who got together to power the blender.,
532,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is it wrong that I refuse to watch any YSaC video where the intro isn't sung the way I like it...,
533,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,WHERE'S THE OUTRO VIDEO WITH ANIMALS AND A THEMATIC SONG?!... WHERE IS IT???!!!,
534,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Just watching this video is making my tummy’s lactose intolerance roar,
535,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Is this cooking or just making milk?,
536,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,also known as things you force your child to drink,
537,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,We're trending.,
538,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I hope there's a garnish selection pack I can buy,
539,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Still no autograph :(,
540,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,i think im in love with you,
541,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"What the hell is a ""fork""? Is it a knockoff wangjangler?",
542,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,His humor is so wholesome,
543,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Ok this is hilarious,
544,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"Since it has ginger in it, it can be used as a trash liner, and dumpster filler, and a me deterrent!!!!",1
545,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,@YouSuckAtCooking is it an accomplishment for being top 25 on trending? I’m mean it’s something right?,
546,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Bring your song to the yard please.,
547,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,theres no song at the end ):,
548,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,1:01 what,
549,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I like to think that this man is a chef thats works at a michillene star restaurant,
550,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,i suddenly want to hug my blender for no reason,
551,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,but what about the song at the end? I like the songs...,
552,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Yet again.... absence of song 😕 things feel.... incomplete,
553,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This channel vs How to Basic,
554,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Carmel definitely deserves the special attention,
555,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Seriously considering a tongue elongation surgery,1
556,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Also known as Fascist repellent.,
557,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The 9 cup blender jar triggers me...,
558,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Did he just tell us how to make our ordinary ice-cream to our flavor ice cream by adding milk and syrups,
559,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This guys voice is familiar does he have another channel?,
560,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Wait you actually have to cook it?,
561,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,1:01 uhh wrong???,
562,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,well not even my severe lactose intolerance can stop me now.,
563,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"The fork method works. When I haven't wanted to messy a blender I'll just use a big cup, milk, ice cream, and a spoon and stir it up. I call it a ""milkstir"".",
564,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,WHERES THE NEXT PART OF THE EGG SERIES,
565,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"What? No Kahlua milkshake? It's an after dinner drink, a dessert and it's both.",
566,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The ice cream garnish...daddy why you make me so fatty?,1
567,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I love shakes❤️,
568,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,is there a recipe with 50 teaspoons of baking soda,
569,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,that choppingboard has seen stuff,
570,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,This channel is a more civilized HowToBasic,
571,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Milkshakes?? I've always known it as ice cream friction maximus,1
572,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No song at the end of the video?

ggrrrrrrrrr!",
573,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"No milkshake song?
I'm disappointed.",
574,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"His voice is so unorthodox in his videos. It’s slightly happier than monotone, but then there’s weird spikes of emotion/just screaming. It’s like the pulse of your dying uncle. ",
575,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,look how you made blendy cry :’(,1
576,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,RHEEEEEANG,
577,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,What?? No outro song through the woods with the doogos? Whaat,
578,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I love the shake-arita!,
579,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,WHERE'S THE SONGGGG!?!?!?!?!?!,
580,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I’m lactose intolerant, and allergic to ginger. I think I should try the vanilla ginger.",
581,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,A-10 Warthogs be like 1:46,
582,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,THE JINGLE IS BACK. YES,
583,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,These garnishes are exceptional and also what truly makes these milkshakes gourmet.,
584,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,Does this recipe brings all the boys in  my yard??,
585,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"It simple to make milkshakes

Shake the damn milk",1
586,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,I love the garnishes. Very creative.,
587,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,"I may suck at cooking, but at least I can get the caramel in the glass.",
588,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,You wasted so much caramel yes you definitely did,
589,You Suck At Cooking,2.34M subscribers,6 Milkshakes - You Suck at Cooking (episode 111),"Jun 25, 2020","1,029,638 views",61K,734,The song wasn’t in this one ):,
